"","UniqueID","submission_year","target","TrainVal","Long_1","Long_2","Long_3","Long_4","Long_5","Long_6","Long_7","Long_8","Long_9","Long_10","Short_1","Short_2","Short_3","Short_4","Short_5","Short_6","Short_7","Short_8","Short_9","Short_10"
"2722","739BDJ",2016,1,"Train_60",3600,5,1788,614,7,6.5,4,8568,3,-3052,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2723","723BOP",2016,0,"Val_40",4900,7,0,165,73,3,53,39476,2,5893,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2724","867PKC",2016,0,"Train_60",4400,1,0,191,80,0,77,20962,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2725","293GRZ",2016,0,"Train_60",2200,0,7515,42,3,4,44,4336,2,11,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2726","422XFN",2016,0,"Val_40",4200,1,6805,685,19,2,20,83792,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2727","749TNZ",2016,0,"Val_40",5300,0,10000,138,23,4.5,34,20175,4,-373,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2728","907DEG",2016,1,"Train_60",1100,0,0,220,6,0,8,43171,1,-5361,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2729","557QUD",2016,0,"Train_60",2900,2,0,246,163,2,21,12094,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2730","565NRD",2016,0,"Train_60",4700,1,7857,446,5,4,5,86778,1,316,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2731","920QEC",2016,0,"Val_40",1000,7,7534,672,265,2.5,14,235404,3,6162,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2732","478MNI",2016,0,"Train_60",3000,3,0,418,48,0,54,4899,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2733","362WMR",2016,0,"Train_60",500,2,0,507,63,0,26,12866,1,20000,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2734","177YFN",2016,0,"Train_60",100,3,0,403,90,3,5,10094,2,-886,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2735","684XMA",2016,0,"Val_40",1800,2,0,164,173,2,30,41238,2,5417,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2736","732EEF",2016,1,"Val_40",2300,1,0,274,3,7,9,315,1,1524,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"2737","715YLP",2016,0,"Train_60",1200,6,0,735,93,1,28,21237,4,1529,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2738","338REV",2016,0,"Val_40",1400,1,0,242,40,4,15,37287,3,-151,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2739","220CES",2016,1,"Train_60",100,17,0,376,62,42,0,10196,16,117,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2740","894SKQ",2016,0,"Train_60",2000,1,0,574,59,2.5,20,49291,3,47,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2741","289INJ",2016,0,"Train_60",6100,2,2020,293,25,0,40,2291,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2742","295RBA",2016,0,"Train_60",2200,2,7980,267,221,2,51,8282,1,8205,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2743","517ZQP",2016,0,"Train_60",400,1,0,141,1,3,12,1145,3,9655,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2744","094QJJ",2016,0,"Val_40",2300,4,0,324,201,4.5,5,2308,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2745","626KGA",2016,0,"Train_60",1500,0,0,386,27,15.5,9,18183,9,20000,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2746","638DTU",2016,0,"Val_40",1900,4,0,206,24,3,18,2240,3,1633,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2747","262QSM",2016,0,"Val_40",500,3,12986,365,51,1,16,67,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2748","713ZWW",2016,1,"Val_40",2900,1,0,386,60,2,13,820,2,459,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2749","637QVD",2016,1,"Val_40",1000,7,3464,277,135,25,0,2721,9,-822,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2750","209MEG",2016,0,"Train_60",4700,0,0,393,10,3,49,12566,3,-10000,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2751","190XMV",2016,1,"Train_60",3800,1,7875,348,4,5,54,36473,3,-3934,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2752","067DCE",2016,0,"Train_60",300,2,0,210,63,3.5,5,22014,3,-2996,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2753","412OWT",2016,0,"Train_60",1300,0,0,402,8,1,39,77730,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2754","901VXK",2016,1,"Val_40",2800,4,7322,180,88,10,1,5492,5,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2755","208XRN",2016,0,"Train_60",300,4,0,191,70,11,15,29277,5,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2756","620VAR",2016,0,"Val_40",5800,5,5438,315,17,4,61,13787,3,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2757","193SNV",2016,0,"Val_40",1300,0,8270,215,7,2,20,0,6,842,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"2758","695MDU",2016,0,"Val_40",800,0,0,199,42,6,25,5084,2,160,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2759","715EQK",2016,0,"Train_60",4900,3,8679,145,205,5,8,22410,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2760","572GOB",2016,0,"Train_60",3400,2,0,442,38,2,55,10200,4,-3303,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2761","134GVS",2016,1,"Val_40",300,2,0,349,47,1.5,6,28182,2,-5095,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2762","964WUP",2016,0,"Train_60",900,1,6545,148,18,2,17,6197,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2763","124XFT",2016,0,"Train_60",2200,3,0,271,163,3,41,28,1,2907,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2764","508XDL",2016,0,"Val_40",2700,6,10162,150,3,5,18,5651,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2765","153NPQ",2016,0,"Val_40",2900,2,0,724,176,1,17,63967,1,-225,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2766","943ZYY",2016,1,"Val_40",400,3,0,346,0,2,2,5156,2,167,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2767","661PQS",2016,0,"Train_60",3700,4,0,882,45,7,11,5945,3,117,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2768","403SNA",2016,1,"Train_60",2300,3,0,190,48,4,12,4073,1,-10000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2769","137JCV",2016,1,"Val_40",700,0,0,96,52,7,16,3845,1,-919,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2770","532UEH",2016,0,"Train_60",2300,1,0,127,8,0,6,1944,1,503,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2771","602DOS",2016,1,"Val_40",500,3,0,242,51,7,15,0,2,85,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2772","664FDO",2016,0,"Train_60",3100,2,11811,223,61,4,56,4522,2,39,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2773","291ICR",2016,0,"Train_60",2700,2,6805,442,59,3,43,159183,3,-2500,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2774","981TMJ",2016,0,"Train_60",5800,3,0,301,0,4,55,8590,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2775","832VWY",2016,1,"Train_60",1400,0,5754,138,0,3,20,2694,2,-10000,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2776","936SQZ",2016,0,"Val_40",2400,2,0,113,12,1,30,13633,1,395,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2777","362FHO",2016,0,"Val_40",1700,2,0,363,233,2,3,88065,3,-3764,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2778","532IEY",2016,0,"Train_60",700,5,0,218,17,12,6,8801,5,-4790,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2779","054SLP",2016,0,"Val_40",500,1,0,249,33,3,8,22613,1,-6691,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2780","577OQN",2016,0,"Train_60",1600,0,7621,233,47,8,7,0,1,-164,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2781","967CAU",2016,0,"Train_60",700,1,0,349,74,1,7,34675,5,785,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2782","754SSN",2016,0,"Train_60",3200,3,0,227,57,1,42,58736,1,-8090,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2783","134IXU",2016,0,"Val_40",3600,2,0,782,237,0.5,22,57977,1,-60,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2784","551SVF",2016,0,"Train_60",400,1,0,536,118,2.5,23,6883,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2785","453TJW",2016,0,"Train_60",1500,3,10000,513,9,3,34,32115,3,2340,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2786","685IMH",2016,0,"Val_40",3700,0,0,318,62,10,47,2670,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2787","348HGR",2016,0,"Val_40",700,4,0,33,40,2.5,15,3140,2,-165,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2788","616AMI",2016,0,"Train_60",4900,2,0,153,53,3,21,12213,3,669,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2789","831WYB",2016,1,"Train_60",5000,7,0,294,187,15,39,320865,8,-165,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2790","158UPA",2016,0,"Train_60",1000,4,8027,351,10,11,0,9477,1,-2224,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"2791","310FLM",2016,1,"Train_60",1500,5,0,63,31,5,14,16724,2,176,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2792","779LCA",2016,1,"Val_40",4100,2,8845,226,4,21,55,0,7,1014,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"2793","679SHW",2016,0,"Val_40",3300,3,0,414,6,1.5,8,5535,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2794","463CYC",2016,0,"Train_60",3900,5,6882,94,3,16,41,9548,5,3575,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2795","897NPN",2016,1,"Train_60",3400,14,7445,138,5,41,35,24981,9,-6154,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2796","559NYD",2016,0,"Val_40",6500,5,0,289,174,2,11,35506,2,-3764,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2797","898MAS",2016,0,"Val_40",3600,6,7502,156,26,22,51,23041,5,-309,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2798","154KKQ",2016,0,"Val_40",1500,0,0,194,1,3,13,1684,1,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2799","957EDY",2016,0,"Train_60",2800,2,0,232,14,1,15,6090,2,-390,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2800","413XOK",2016,0,"Train_60",700,3,0,178,14,22,6,146,7,279,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2801","694HMW",2016,0,"Val_40",3800,3,0,232,26,1,35,4343,1,-233,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2802","380INR",2016,0,"Val_40",3000,5,0,177,28,5,12,5095,3,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2803","042JKJ",2016,1,"Train_60",400,2,0,305,7,9,43,4218,6,2413,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2804","684WHT",2016,1,"Val_40",2500,10,10686,226,12,14.5,17,8185,8,-103,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2805","034VQW",2016,0,"Train_60",2800,3,8226,187,3,3,22,5637,2,247,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2806","430PUK",2016,1,"Val_40",3300,3,7780,303,4,9,21,60831,3,1209,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2807","066TGN",2016,0,"Train_60",2300,0,0,244,141,0,36,221009,0,7687,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2808","219AON",2016,0,"Train_60",3700,1,8423,188,4,2,51,282,1,-144,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2809","279QNE",2016,0,"Train_60",500,3,0,362,252,18,0,1426,2,714,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2810","792LBT",2016,0,"Train_60",5600,5,832,352,58,2,19,9714,2,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2811","031IBX",2016,0,"Val_40",2900,4,0,105,57,6,19,7013,4,-8876,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2812","914UHX",2016,1,"Val_40",4300,7,0,116,51,11,6,68585,5,7702,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2813","911NSL",2016,0,"Val_40",1800,2,0,160,55,3,11,32965,1,-297,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2814","955HOM",2016,1,"Val_40",1600,8,0,166,32,3,14,7262,4,-175,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2815","169JZQ",2016,1,"Train_60",2100,3,0,173,18,12,23,4022,3,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2816","511TRL",2016,0,"Val_40",4800,3,6272,299,4,6,36,23564,4,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2817","955COY",2016,0,"Val_40",1000,2,0,170,42,14,7,209905,5,16599,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2818","983XQX",2016,1,"Train_60",3300,2,0,315,4,2,13,375,2,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2819","257NCL",2016,0,"Train_60",6300,0,0,610,64,1,64,20452,1,-412,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2820","212XIS",2016,0,"Train_60",1700,2,7908,260,134,5,13,19782,3,383,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2821","380PHY",2016,0,"Train_60",300,2,9246,197,35,7,10,132412,3,30,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2822","928FPP",2016,0,"Train_60",4400,1,10096,184,61,4,20,12453,1,-10000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2823","744EOJ",2016,1,"Train_60",100,9,6287,209,30,40,0,49291,13,-1236,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2824","508GNZ",2016,0,"Train_60",3900,1,0,466,67,0,20,18220,2,1171,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2825","428YIK",2016,0,"Val_40",400,1,0,115,32,0,19,0,0,1657,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2826","884TFX",2016,0,"Train_60",6800,3,5650,57,10,8,60,1154,4,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2827","196RNV",2016,0,"Val_40",700,7,0,285,105,3,10,880,3,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2828","954TUN",2016,0,"Train_60",1900,2,0,345,26,2,6,14180,2,-3291,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2829","625RXC",2016,1,"Train_60",1800,8,0,134,63,17,11,344,5,70,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2830","343QPN",2016,0,"Train_60",5400,8,0,282,70,9,39,32920,5,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2831","571TLC",2016,0,"Train_60",100,0,0,193,32,1,12,12869,1,-1359,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2832","036WTY",2016,0,"Val_40",1700,3,0,132,127,7,8,9524,2,17474,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2833","846RAQ",2016,0,"Val_40",6300,9,2020,148,9,41,39,1662,5,20000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2834","895EDX",2016,0,"Train_60",4900,0,5294,212,53,0,41,6731,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2835","139OKL",2016,0,"Val_40",2300,4,0,262,83,3,10,10676,2,1944,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2836","215IST",2016,0,"Train_60",2300,2,0,239,0,7,21,19561,2,425,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2837","293FLQ",2016,1,"Train_60",1100,2,8136,283,114,2,35,39587,3,-70,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2838","374RSC",2016,0,"Train_60",2000,3,0,126,5,3,61,19923,2,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2839","930ANY",2016,1,"Train_60",3800,7,9123,444,168,8,0,4612,2,0,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2840","238UNY",2016,0,"Train_60",500,0,1322,131,40,3,24,6283,2,10000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2841","276MFX",2016,0,"Train_60",5000,1,0,228,11,3,53,5863,2,4925,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2842","239IJL",2016,0,"Train_60",1800,0,0,298,121,5,21,11310,3,6008,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2843","751XNK",2016,0,"Train_60",3100,4,0,58,12,5,42,2820,4,109,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2844","275GUO",2016,1,"Train_60",1400,2,0,180,40,2,29,10493,2,-2077,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2845","719KTL",2016,1,"Train_60",2200,0,10000,77,0,2,38,5090,2,-912,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2846","817LHZ",2016,0,"Train_60",2300,0,0,364,21,1.5,14,1262,1,-2491,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2847","815HGG",2016,0,"Val_40",3100,0,0,151,0,2,23,1615,1,0,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2848","899BXA",2016,1,"Val_40",3700,7,7276,183,49,5,13,24603,3,-1102,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2849","498VCQ",2016,0,"Train_60",7000,3,7363,170,26,12,33,17324,3,-4507,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2850","866WGE",2016,0,"Train_60",300,0,0,318,71,1,16,3299,1,839,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2851","683PPV",2016,0,"Train_60",700,0,0,195,151,2,52,89239,2,485,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2852","932ZKZ",2016,0,"Train_60",4100,1,9082,281,4,6,29,39055,3,-10000,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2853","740RCB",2016,0,"Train_60",1000,3,0,320,27,2,38,13721,2,-10000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2854","511EQX",2016,0,"Val_40",2500,0,0,243,11,3,34,31202,1,-4622,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2855","281BIG",2016,1,"Train_60",3500,3,12294,215,108,8,16,16661,2,-51,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2856","596JEK",2016,0,"Val_40",4200,8,0,95,28,15.5,14,17291,5,-105,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2857","766DPM",2016,1,"Train_60",2000,7,0,330,36,12,19,21810,7,-6267,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2858","122HNB",2016,0,"Train_60",1100,0,0,191,13,4,5,1025,1,1897,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2859","103JHK",2016,0,"Train_60",2200,4,8291,137,32,1,28,1200,1,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2860","089DGF",2016,0,"Val_40",2100,4,0,169,8,9,18,23836,5,1462,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2861","246LGP",2016,1,"Train_60",2800,0,0,133,7,10,0,29239,4,14624,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2862","647GLA",2016,0,"Val_40",300,0,0,198,56,1,12,7750,2,-98,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2863","771KRT",2016,0,"Val_40",100,2,8373,143,94,0,14,12788,0,7428,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2864","469OCT",2016,0,"Val_40",100,1,0,119,114,3,10,6520,1,-464,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"2865","374MQI",2016,0,"Train_60",1100,0,0,176,114,0,16,15977,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2866","021AAX",2016,0,"Train_60",2600,8,0,250,9,6,48,16469,5,1260,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2867","204GOF",2016,0,"Val_40",5500,0,0,125,24,2,21,2122,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2868","804JPH",2016,0,"Train_60",2600,3,0,24,152,2,7,977,3,-1422,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"2869","948AYC",2016,0,"Train_60",1100,2,8282,214,38,10,13,942,3,0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"2870","682FHR",2016,0,"Val_40",1000,0,0,201,5,1,18,6893,1,-87,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
